entrez	length
58530	2448
79136	2089
259215	3813
4062	2738
54742	5046
4065	101401
9450	66343
23643	108532
4063	32144
55646	22494
129530	20537
254773	17769
4066	6585
66004	6675
4067	138128
116372	28240
137797	2382
27076	4821
147719	11518
284348	24729
130576	176795
130574	144163
10434	55650
653639	1625
11313	4750
127018	271290
57149	25380
57226	6523
57128	229921
144363	9926
90624	34484
388695	17406
256586	28442
116068	13990
145748	18660
1130	222682
10894	11699
84569	29277
119180	23539
131375	51028
57151	9195
4069	5853
84328	21284
54585	92721
8216	16735
11178	57798
84445	10771
4074	9400
4081	2900
10586	2542
346389	82729
23499	402971
28992	168098
140733	2057681
8379	417150
9587	11410
4085	11225
10459	17141
8174	8857
8567	60843
10296	50258
84944	101093
84232	3150
389692	2668
9935	3388
23764	14579
4097	9465
7975	12341
4094	399328
4109	5268
4110	29075
4111	3912
4100	4596
4101	4079
4102	3605
4103	12281
4104	3890
4105	3593
4107	4694
728269	5815
139422	15024
139604	5430
286514	2393
4112	8309
4113	4526
4114	7057
4115	2187
158809	3206
9947	5524
51438	2948
139081	59826
9500	99356
10916	8270
81557	7445
728239	7445
57692	3632
139599	2267
64110	1700
28986	1439
54551	4318
9223	685392
9863	1436612
260425	295449
79917	5588
55110	9419
4116	11618
84061	69821
4099	21721
84549	16080
4117	76231
114569	37310
378938	8778
7851	34269
10892	83057
4118	28337
256691	183391
158056	8453
9794	44461
84441	366710
55534	437431
10046	152614
284358	7457
4121	173415
10905	161479
11253	22242
57134	169387
4124	180259
4122	20208
4125	20269
23324	48173
4123	12835
63905	27605
4126	130198
149175	7790
79694	31917
7873	4106
54682	24186
4128	91917
4129	115840
4130	14003
4131	102090
254042	82477
84557	13522
643246	17225
81631	12438
440738	6199
55201	15035
5604	104632
5605	33863
5606	30561
6416	123006
5607	264429
5608	139168
5609	10693
4133	310071
4294	24149
4296	16466
7786	21536
9175	206156
9020	53929
389840	155203
4214	80609
10746	89797
4215	74096
4216	125864
4217	236052
9064	12858
6885	73493
1326	27812
4293	86987
11184	30312
5871	18330
8491	188371
9448	196987
11183	142651
4134	238577
79929	9718
4135	81810
55700	24699
256714	110194
79649	43262
9053	208538
79884	34312
5602	584220
5600	6667
6300	8909
5603	14008
1432	95287
225689	6153
93487	18547
5594	108023
5595	9204
5596	172054
5597	48156
5598	5823
9479	20814
23542	13185
23162	64168
5599	132721
5601	58940
79109	269840
9261	49378
7867	37435
8550	59994
23005	53371
8649	16210
22919	30625
10982	166542
22924	56582
4137	133952
162333	107032
441061	112652
55016	859752
51257	25714
115123	164688
57574	114618
54708	62800
10299	86695
64844	58533
220972	140321
92979	5308
65108	2394
4082	6130
8685	52495
4139	136325
2011	72092
4140	118467
57787	54013
92935	3026
4141	28587
83742	4420
153562	29214
91862	15785
116511	1259
4142	26459
5648	77444
10747	20716
22983	36437
23139	249132
23031	53928
375449	573241
84930	33474
4143	17838
4144	6113
27430	16290
4145	23826
4146	12308
4147	167660
4148	20616
8785	15120
9782	57925
57506	29324
4149	96594
4150	5090
4152	14892
8932	73063
85509	747
125997	2395
284428	2428
53615	19269
8930	9235
55777	495960
114785	9438
51562	22118
8512	2941
4153	7404
255374	1775
153364	16562
4154	222148
10150	171831
55796	120721
154141	112785
129642	151020
619373	17314
79143	16470
4155	154875
54799	83092
8720	63179
51360	45806
4151	16590
4157	2110
4158	33665
4159	1083
4160	1713
4161	3174
4162	11371
92014	26778
147407	1296
442229	1604
401612	57795
27349	11192
56922	84369
64087	71366
401250	1270
4163	466352
84693	20604
23101	252153
23263	205364
4168	126511
90411	39985
2847	3636
84539	75719
4170	5187
55388	49552
4171	24025
114044	22470
8888	51167
4172	20727
4173	17219
4174	54809
4175	36817
4176	8669
84515	50289
254394	121704
57192	11385
255231	71530
55283	30820
79648	241916
10445	9939
79772	580885
55784	252414
28985	17058
9656	18181
29969	97762
4188	17228
266727	67204
161357	838798
130752	27781
4190	18234
4191	19402
4192	3053
56890	37848
4193	42537
4194	41743
23195	185523
145553	2133
259283	13615
4199	220676
4200	75555
10873	233638
4201	36742
64769	24806
2122	580282
4204	76158
51102	38291
84246	6673
400569	2179
116931	351012
9968	23854
23389	319117
9969	123378
9282	87817
51586	80039
10025	25267
9440	30681
54797	6927
219541	8614
5469	46996
9477	15786
9412	8151
6837	9844
9439	54347
9862	35304
81857	22095
9441	53285
9442	219757
80306	19464
55588	9263
90390	19549
51003	8294
29079	19417
10001	17469
9443	5441
112950	5883
55090	16221
4205	151071
100271849	24696
4208	186988
4209	37113
4210	14749
55384	34918
79104	109464
84466	231703
84465	364020
1953	136819
1954	53130
1955	113659
150365	99974
644890	33822
4211	138744
4212	212107
4213	2855
56917	19115
9833	104821
51072	149760
4221	7780
4222	21588
4223	75471
4224	52603
4225	32568
56257	5328
56955	25419
10461	130954
59274	4865
23184	43530
55897	16537
145873	2422
317751	4115
4232	20290
23173	67416
10988	41687
284207	15517
79006	4537
79066	95852
64745	7055
196074	418790
399818	34053
28989	27858
149281	22907
751071	2855
51603	16056
57721	30055
4234	3634
339175	29509
55798	29854
56339	13202
64863	33975
29081	13174
131965	46305
25840	7493
196410	2875
79828	119057
51108	60252
4233	126190
92312	10452
84206	4240
51320	23131
399664	13656
4236	20198
4237	7084
9848	46401
4238	18483
4239	3745
8076	16883
56947	32603
4240	14722
9258	110276
4241	28077
55669	47227
9927	33334
4242	17324
83552	7763
10227	4303
79157	67240
64747	28455
84879	14856
388931	17753
113655	3147
148808	33904
84975	3155
162387	2255
54842	94738
84179	14543
256471	48256
84804	23021
8972	120230
4245	30836
4247	2682
4248	35182
11320	112026
11282	9380
25834	883333
146664	81989
4249	334699
23269	148718
84815	2005
84793	2508
84983	39278
197003	8009
85009	2126
84848	3253
84849	1290
85001	3341
113691	6084
389741	6663
196872	2517
197187	23813
219557	3831
149047	139865
65996	8996
84789	2193
51237	2446
154089	32845
81854	5138
167359	88625
79100	5947
90768	5857
401884	17634
414919	3378
389538	5950
256227	80838
10724	34266
11343	134188
4255	303742
4256	4990
23295	66150
4257	30050
4258	88883
4259	24902
117153	19450
375056	49915
440823	18996
8190	2330
57534	130164
142678	16880
64780	21906
9645	153214
57553	236912
84953	75240
85377	36646
79778	25858
4277	16243
58526	5100
4281	388373
11043	111184
90007	10591
57708	63724
54531	39268
166968	32528
57409	5064
4282	840
60672	12579
100073347	7654
84864	30634
50488	64721
9562	48995
54468	42269
55586	6660
4285	159259
145282	381319
4284	7051
114614	13023
407975	6755
79003	4440
129531	19634
4286	228873
83881	3396
84365	9930
4288	29764
8195	33213
57591	226430
57496	195717
4289	386543
8569	46904
2872	13807
23608	26536
23609	26699
7681	2370
54903	14169
283078	72945
2315	19717
23209	26484
9761	14715
79682	40011
4291	35293
8079	5149
4292	57496
27030	37715
197259	29034
8085	41909
58508	301717
9757	21060
55904	174070
8028	219014
10962	9147
4298	69594
4300	280830
4301	145459
4302	24522
4297	90340
2862	2039
4295	9330
79083	68912
64223	4825
51085	31321
22877	68600
6945	6143
23417	27916
166785	40648
326625	19865
25974	13153
27249	18138
221938	66942
23531	29269
79258	42403
4311	159605
93380	13475
4319	10126
4320	11467
4321	12246
4322	12737
4323	11173
4324	21147
4325	295474
4326	23378
4327	7538
4312	8241
9313	48500
118856	9368
8511	1869
8510	3957
10893	50308
64386	14766
56547	4238
64066	14842
79148	39458
4313	27861
4314	7808
4316	10239
4317	13171
4318	7653
22915	75118
79812	34940
64210	40470
4330	53479
4331	235230
84057	70469
4332	18151
55329	36413
4335	16987
3110	5810
64112	2698
81532	17331
92597	86204
55233	26351
126308	25628
79817	204605
148932	9176
25843	38145
4336	61817
55034	84660
4337	30292
4338	14078
27304	5111
116255	38272
80168	15134
346606	8245
7841	4325
4340	15273
84315	21143
22879	11208
23041	133659
27136	159886
22880	43644
23515	56457
79710	59944
10933	25358
9643	12660
10934	1106
79906	70301
729967	6747
283385	23908
118812	19603
254956	40180
64757	32962
54996	37398
56180	27688
158747	48906
64598	3215
4342	1040
54456	71699
4343	28065
26002	105465
9526	4565
8777	174396
219972	4417
4350	8832
10199	19467
10200	22062
54737	39793
10198	91690
4351	12177
4352	17591
84954	16559
4353	11080
4354	26843
4355	34354
4356	32395
58538	55389
64398	94666
51678	120840
143098	252073
65258	26039
758	95834
744	202916
23164	150193
4357	10073
84769	3730
255027	17702
4358	13605
9019	69937
10205	11120
196264	25675
4359	6375
3140	28546
112609	113657
56246	22971
22808	57887
4360	101816
9902	65927
4361	97131
55686	94999
114932	2164
93621	2654
116512	965
116534	7387
116535	9296
386746	869
259249	1189
117194	6262
117195	17533
117196	1443
84245	9790
79922	33115
83876	30283
78988	2435
124995	8269
65003	3785
6182	4150
28998	49713
64928	14040
29088	13290
54948	4638
63875	2955
29074	8617
9801	15423
65008	90110
55052	5384
219927	12556
29093	28338
6150	65904
79590	3964
51264	5317
10573	3569
51069	6151
51263	18377
64983	5481
9553	8024
64981	4036
51318	14361
64979	3047
51253	25322
64978	6240
54148	22202
11222	40759
64976	4176
64975	676
359821	666
28977	48700
84545	9695
65080	16868
84311	26195
26589	7910
57129	16361
51642	77259
740	5188
51073	8093
54534	10985
51258	1376
122704	5175
116540	698
116541	4883
128308	5067
65005	3849
55173	11069
64963	13068
6183	2224
63931	10497
64960	8666
51021	3795
51373	4623
55168	16615
28973	9073
51023	6366
54460	15137
56945	13146
51649	15263
64951	2959
64432	23064
64949	2198
23107	100837
28957	111542
51116	4708
10884	6567
10240	42079
51650	12342
65993	1239
60488	45531
92259	12398
64969	36439
64968	69452
51081	4497
64965	62491
92399	66734
729633	2691
57380	23286
51154	8329
10335	120897
341116	15973
54860	14687
503497	28042
84689	21742
219995	19866
931	14943
2206	10206
932	14488
51338	28304
64232	18220
64231	13059
245802	14086
58475	17469
83661	16195
9242	2954
343930	1338
4436	231434
4437	222163
4438	116360
4439	22730
2956	23872
4440	29512
124540	428838
339287	14946
55167	48383
151507	2972
10943	17613
401827	12568
10232	8131
4477	12964
692094	1286
4478	153549
4481	84913
4482	374667
22921	26449
253827	188314
11209	4846
11223	9846
4486	17402
4485	5576
51765	52641
2660	7029
55154	4797
100129405	4920
4487	4271
55545	2161
4488	6314
4489	1421
4490	1318
326343	1254
4493	1331
4494	1360
4495	1335
4496	1315
644314	1761
4500	1357
4499	1322
4501	1726
4502	913
4504	1557
84560	3884
9112	50902
9219	8651
57504	307549
4507	64445
27085	78235
23787	19036
23788	38345
100272147	9514
4515	7102
92140	86288
51001	22215
130916	30164
80298	14310
7978	9804
4520	50044
22823	59846
123263	28127
9650	127379
92170	28363
25902	236208
4522	71672
441024	179826
10797	19002
4524	20380
64779	25662
10588	53738
4528	33731
219402	15258
9633	44890
4534	110485
54893	71864
10903	9678
54545	85932
64419	52928
22909	39256
8776	72146
8898	91230
8897	147699
9110	28572
9107	41311
9108	117225
55613	127371
339483	10050
66036	43730
4543	22798
4544	16590
25821	47499
2475	166962
51537	3286
55149	39537
54516	16077
9617	95669
4552	49938
4548	109677
92154	24849
9788	177737
4547	59919
57509	157785
23281	685608
246754	811
4580	5140
10651	68602
345778	14546
10071	49326
56667	29309
143662	13231
94025	161550
140453	38778
4582	7091
200958	12573
394263	6185
4583	35633
4585	65158
727897	39106
4588	23895
4589	52505
118430	3871
55745	29827
79594	9035
139221	40683
84939	23470
347273	10310
80198	7409
4593	138444
389125	1898
63915	50847
4595	11228
4594	32938
4597	11218
4598	24664
9961	27645
4599	38885
4600	47449
4084	27904
83463	6399
10608	14677
4601	79760
25878	38087
439921	38414
54587	10852
255275	7588
151325	2156
91663	10807
10514	16490
4603	51043
4605	49477
4604	100992
4606	33429
4607	21296
343263	17029
4608	8015
4602	37864
23077	282441
84073	23724
26292	10888
4610	6489
10408	6168
4613	6454
80177	49280
4609	7517
4615	4361
50804	43885
150678	10254
26579	3132
4617	2759
4618	1840
4628	157164
4629	153897
8735	72141
79784	122358
22989	169094
84176	24671
4619	26412
4620	28510
4621	49820
4622	26501
4624	26286
57644	46569
4625	22937
4626	31628
4627	106687
93408	15966
10627	8755
103910	16328
4632	25024
4633	9734
4634	5572
4635	18633
4636	7834
140465	5395
4637	3220
58498	2528
10398	9928
29116	21929
85366	15328
91807	60964
340156	106747
4638	274283
29895	7057
55892	16320
4651	274381
51168	71488
80022	39306
23026	712276
399687	109276
84700	321714
80179	39821
4640	22681
4430	179986
4641	28500
4642	384650
4643	240437
4542	56664
64005	16443
283446	60094
53904	278307
140469	477020
4644	221767
4645	372358
55930	103486
4646	170334
4647	87049
4648	102039
4649	296286
4650	137509
93649	103059
4653	17271
4654	2565
26509	176076
4656	2883
8736	153301
9172	100410
127294	56094
9499	20569
58529	9862
51778	51957
91977	18527
84665	124110
339344	12599
25924	451407
114803	45352
84148	13729
11143	46345
7994	122509
23522	207697
23040	542275
4661	77801
7593	12561
9683	71488
90634	28893
10443	110293
55728	130816
23138	13528
29104	445712
221143	45230
8260	5812
84779	170824
80155	89885
79612	65792
51126	16365
80018	82115
122830	25320
60560	85213
51691	19871
79829	18349
80218	29791
27163	30358
10003	61884
10004	14202
254827	1372014
4664	43906
4665	6362
342538	798
23148	9020
83955	702
4666	12872
112939	24299
138151	88752
65220	29277
55191	48613
8883	28099
92345	57777
4668	12508
55577	11530
4669	10211
51172	9096
162417	4522
203245	6634
4671	57173
259232	363432
10135	36685
79923	9744
340719	4016
339345	1564
342977	18721
140838	11079
54187	26355
4673	48102
4674	2552
4675	2648
4676	47892
266812	1916
645996	2043
8775	27454
63908	47000
222236	49984
8774	26742
93100	3764
9476	10859
256236	10948
64428	11232
26502	32339
79664	59533
79731	138903
4677	21180
4678	34918
55226	41279
57106	2378
79903	43352
9	53270
10	14634
24142	3003
51471	831
339983	9762
9027	1699
26151	5866
89796	178652
89797	776401
89795	641154
51594	563277
65065	211410
23218	30038
26960	730466
4681	15227
79804	62655
4683	51393
100132406	80105
25832	64332
284565	38078
55672	51241
285622	15103
84224	48230
148545	21617
653149	50407
343505	11150
400818	28278
4077	41378
10230	28114
83988	438539
4684	317016
4685	544990
1463	40275
9918	37853
23310	75348
54892	73647
64151	33923
29781	16564
23397	41325
4686	40325
22916	9864
342897	4920
23154	8987
57552	80818
654816	15306
654817	15420
653361	15414
4688	35352
4689	17029
4690	89398
8440	149625
3071	50491
10787	129342
57701	37611
344148	1003394
51517	22127
56926	23645
4691	10953
8648	279448
10499	295620
8202	154985
8031	25626
57727	28971
23054	110877
135112	151091
9611	187318
9612	243197
9437	32148
9436	15281
259197	4129
140875	1796
100144596	2811
158035	37109
619434	10647
145978	2757
92482	20450
147650	27562
399668	6131
644596	3727
100188953	2079
100188954	31793
266655	6111
283932	3950
359822	9847
80161	14890
283981	2187
642976	15831
54090	18034
54089	1146
54088	28854
400866	34456
79854	1316
205251	33891
348808	152461
112597	66091
54075	49936
54072	45881
54064	13375
118421	1037
378825	5519
554226	110442
440072	2862
400508	17742
80862	60178
100287569	3091
285908	24364
378832	5354
284739	5281
503538	3213
100302692	265438
554203	126060
125144	31661
193629	94711
399706	4904
284702	6303
387644	10795
319085	4700
286967	712
388910	3109
114915	1975
401629	4291
64493	560
23413	64899
23385	15621
10403	45078
54820	83086
81565	36860
80762	45661
54602	75355
56160	4833
4692	1905
27158	13694
4693	24614
10397	60077
57447	54109
57446	94361
65009	51699
3340	60432
8509	9904
9348	225623
64579	290011
4705	132960
126328	12514
55967	32385
51079	11973
4694	4830
4695	2500
4696	5230
56901	5859
4697	8210
4698	64654
4700	5246
4701	12810
4702	27313
4704	45203
4706	15317
51103	15148
91942	207821
25915	3020
29078	8576
4716	2437
54539	2994
4707	5583
4708	9935
4709	13966
4710	6171
4711	22860
4712	20183
4713	5988
4714	6194
4715	10884
4717	12634
4718	11565
4719	44627
4720	16978
4722	5488
4724	122728
4725	8341
4726	14641
374291	11680
4728	5963
4723	5618
4729	31699
4731	20028
283131	22742
10529	513077
4703	249153
64168	167625
54550	34144
63941	17341
25977	15670
55707	19418
121441	46558
23327	357314
4734	166695
4738	15510
4739	199050
4744	11172
4747	5657
4741	5332
257194	886596
79661	10477
252969	17635
55247	53065
152110	262124
79858	323614
4750	219820
4751	17374
4752	26954
6787	62505
341676	95462
10783	95701
140609	165422
284086	14667
91754	48284
26012	11764
4745	906135
4753	413573
29937	13459
4756	253491
10763	8644
10276	46499
81832	125673
81831	66322
4758	5162
4759	2385
10825	22263
129807	8220
54492	50277
140825	2815
93082	10514
84461	13707
9148	98841
4760	12370
4761	4152
58158	10043
63974	3261
4762	1682
63973	2664
50674	1985
91624	60128
440225	12621
4763	282750
4771	95044
150372	57579
23114	194170
10725	138702
4772	133393
84901	15473
4773	175894
4775	143889
4776	12693
4779	13186
4780	34828
9603	34939
4778	8930
4774	385561
4781	450234
4782	109587
4783	16018
4784	103321
4790	116036
4791	8419
4792	3236
4793	9391
84807	14673
4794	7385
4795	11978
4796	15713
64332	33032
4798	31960
9054	31300
27247	43817
4799	80682
152518	67434
4800	29429
4801	21155
4802	79904
58157	5821
25983	9123
25791	134570
27018	1841
4804	19715
4803	52338
55768	71095
51335	6548
150159	134656
133308	59290
100294720	11072
79840	91458
4807	5775
4808	10349
378884	2237
374354	62560
387921	11798
283948	2490
4809	16559
55651	4497
57224	270573
340527	242213
4810	360794
84276	6991
4811	89262
22795	64250
60491	14605
4814	12808
4815	99149
22981	132834
51199	111377
51388	3599
123606	43564
81614	29743
152519	23401
79815	104409
57185	59623
348938	14703
25836	189644
8508	26305
25934	12437
55335	14023
11188	37465
4817	7354
56954	26878
79570	60617
154215	1021810
286183	750798
128414	15626
222698	1661
79576	23079
85407	100853
85409	30141
4818	1072
28512	56613
28511	8065
284353	13081
55922	18087
4820	48728
390010	4792
7080	3835
4821	3054
159296	3582
644524	2161
1482	3212
137814	4147
26257	2610
4824	4245
579	3678
4825	4951
84504	3918
157848	5640
54475	13574
22871	898443
57555	14368
54413	30918
57502	338852
22829	323038
51701	162493
57486	107078
197358	38749
58484	41294
84166	93977
338322	7890
204801	51365
91662	30819
126204	40644
338323	68579
22861	83113
55655	35858
114548	32660
147945	45315
126206	62084
171389	7577
199713	41675
126205	40797
338321	29964
79671	15682
4829	72638
4828	3479
51068	32242
654364	18185
4830	8609
283458	638
4831	6208
4832	1430
4833	4025
8382	24296
10201	14502
29922	235433
9111	19203
64802	53961
23057	170143
349565	117870
57407	14657
129521	12798
4836	47699
9397	64105
10316	10553
56923	13733
10874	41562
4826	2440
4837	55730
23530	106304
28987	13114
135935	13617
26155	15053
64318	48052
79050	8047
10392	54339
64127	39490
4838	16012
9241	1912
79954	119233
25926	26698
79159	7131
8996	5240
8715	373857
65083	13132
51406	17143
55035	28636
79707	33188
9221	11695
64434	23464
23420	62436
283820	62219
408050	62283
4841	17976
55505	1417
8602	25570
51491	4990
4839	11420
10528	5761
51602	37898
9722	300784
4842	153660
4843	43763
4846	23571
51070	25104
115677	78975
4851	51615
388677	77124
4853	158150
4854	41957
4855	29224
344022	9939
147111	8680
4857	154943
4858	40131
4856	7988
27035	31035
50508	60471
50507	265204
79400	132237
10811	11034
124056	5110
4861	25938
4862	176690
64067	869391
266743	17785
4863	67358
2831	4552
2832	3763
256933	667
29881	29211
4864	80322
10577	13577
56654	6714
79716	26713
9520	100343
64106	36675
10886	116397
8620	796
4867	82702
27031	41800
261734	129615
4868	26621
7827	25448
23117	23249
9284	14613
55666	80263
80896	40935
4869	23768
10361	13600
10360	2088
255743	76218
4878	2074
4879	1481
4880	4596
4881	15343
4882	27645
4883	102648
10641	3491
8131	53312
387129	220114
594857	4231
27020	73375
4884	9773
4885	12584
23467	25576
64111	3916
283869	970
4886	20870
4887	43353
4889	15309
4888	9558
4852	7672
1728	17159
4835	20060
190	5184
8431	2621
9572	7796
9975	35332
7376	6931
10062	20733
9971	90548
8856	38001
9970	8957
7181	53389
126382	2005
7182	101690
7101	22787
10002	7699
7025	11391
7026	14217
2063	13457
2908	157581
4306	365934
3164	36675
4929	8292
8013	45038
2516	26163
2494	149714
2649	254036
100129354	1925
4892	75356
441478	2640
4893	12302
29982	21784
29959	14469
340371	11198
4897	309094
4898	89745
4899	145362
3084	1134801
9542	196896
10718	1114789
145957	136611
4900	7268
8204	104668
83714	10188
56675	24075
203447	136668
4901	36287
11270	3373
123904	3970
51299	9606
8829	157414
8828	115631
140767	21315
80023	12930
4902	22937
9378	1114033
9379	117023
9369	1888387
10412	12864
64324	168378
50814	38762
55968	25631
4905	166795
25936	72747
8439	76349
197370	43778
286053	275346
54780	18140
54888	33805
63899	68771
387338	24975
155400	6470
260294	6470
55695	6351
221078	146682
79730	65855
84618	12917
93034	26698
22978	105289
115024	11219
51251	48663
30833	1740
221294	148664
64943	10646
51559	94924
4907	46207
56953	44290
123803	18226
4908	63191
4909	6792
4913	8014
50863	966514
9423	222490
4917	2848
59277	133348
126147	11712
22854	344906
84628	83300
4914	66100
4915	358612
4916	397047
4923	54001
23620	12087
4922	8697
9891	76686
81788	19686
51667	36762
4682	26187
10101	6226
80224	299894
4924	23060
4925	89643
64710	37398
84955	93168
134492	13576
23386	111756
10726	46302
170685	5294
55190	6581
83594	13950
25961	21453
256281	8384
55270	15175
84309	6929
152195	3277
131870	7159
200035	3969
79873	3483
390916	22433
4521	8923
11051	22199
84304	3758
318	14207
11165	112990
11163	30221
11164	30816
11162	30391
283927	19768
254552	8516
119369	1088
53343	39453
83540	33816
26747	50234
57532	38309
4926	77829
9253	24746
8650	183370
57122	58838
55746	68083
9972	91890
9631	82969
23279	70461
23511	59397
23165	90836
91181	162534
23225	104087
8021	109077
129401	44204
79023	47028
348995	22214
10762	24092
53371	33856
54830	83006
23636	22679
79902	30323
4927	34906
9688	120157
4928	122544
9818	48711
11097	19713
26471	6266
116150	35258
51203	48209
10204	25634
4931	102855
284434	98437
10482	13318
728343	79613
56001	79555
56000	17333
55999	21728
55998	25465
115861	5501
158046	49422
64359	180466
30010	319352
11249	111233
11248	7956
11247	9655
29107	3980
55916	8874
57523	20280
60506	28309
220323	19302
4938	26442
4939	33257
4940	34788
8638	20360
4942	21673
4946	4002
4947	15707
51686	8361
79991	40615
64859	12595
79035	7846
29991	5157
29989	17976
84033	170830
23363	22165
729330	35166
4948	380334
79629	2993
54940	30893
132299	21809
10896	871
4951	5404
654231	26574
4952	52297
54959	8848
4953	8359
4956	9429
57489	49518
4957	46137
440836	2170
161753	4792
284451	27384
113746	3497
146852	6208
10178	828478
57451	1285093
55714	1355411
26011	788201
8481	39265
55753	27738
4967	102494
55239	27580
79676	5316
79627	20763
11054	9165
4968	38302
4969	21431
8473	42788
11339	23353
170392	39297
29789	176085
55301	41629
10439	45679
93145	82797
118427	197206
10562	23244
283298	25871
169611	37758
25903	41273
56944	2863
116448	2272
10215	3261
167826	2195
4973	13891
115209	66007
4958	10309
4974	2592
4975	491
3175	35283
9480	55924
390874	27482
441161	1237
4976	104667
80207	57375
93377	16149
4978	1129173
4983	391497
26873	12760
5956	14789
2652	14265
611	3301
23596	47245
94233	12965
221391	49051
4985	59097
4986	25981
4987	20561
4988	236371
26254	14796
10133	38226
341276	911
26496	944
283297	994
144124	953
390093	944
121364	950
121275	953
282770	905
442194	1038
26534	1104
26533	941
390264	935
390265	935
219869	935
219870	935
26539	1802
26538	1028
26532	950
126541	950
284433	947
26476	43502
441911	989
127385	929
391109	941
391107	938
121130	941
219960	1036
343406	1007
219873	995
128360	944
390201	929
81341	1468
128367	980
128368	941
26531	2228
390439	1037
440153	980
81061	980
390442	974
122748	992
391189	968
26529	1032
81797	1868
79290	13013
392376	956
138803	1043
138804	956
138799	956
138802	962
286362	956
286365	1040
138805	959
441933	923
347468	926
392309	938
284532	929
127066	938
401994	4270
442191	965
8383	929
26189	931
347169	79221
26188	944
4991	938
8387	1306
8388	971
4992	18352
26184	984
8390	941
126370	1067
347168	968
26740	131474
26219	941
392392	950
26737	932
26735	974
254973	935
392390	935
138881	30951
125963	941
138883	935
138882	1102
158131	944
219959	977
219958	977
346525	932
135941	1089
346528	932
392138	932
442361	956
79541	1757
393046	935
401427	932
441295	984
81392	971
144125	997
338755	950
391191	1007
341152	8198
127623	953
81697	1211
442184	1105
26212	941
4993	1417
81472	3707
120776	926
120775	992
26211	81388
135948	953
81470	953
81469	929
391211	950
26716	7189
7932	5982
26707	1040
442186	1074
26248	2995
284521	163893
26247	924
26246	3912
391192	938
391190	938
388762	644
391194	1043
127062	938
26245	935
127059	938
391196	938
56656	1046
127069	55804
127077	950
127064	962
26696	1109
403239	953
343563	947
401992	974
391195	962
127068	956
403244	971
343173	956
127074	1046
401993	2524
254879	926
343172	3956
285659	947
26692	962
343171	944
441932	1341
134083	935
284383	1055
4994	47769
4995	110198
8392	1381
390756	1201
81328	1034
81327	986
403253	929
81318	1070
119765	929
219429	1044
283093	1062
283092	1028
81309	1347
219428	932
256144	1035
403257	920
119749	929
219432	929
390197	935
219986	935
26689	932
124538	923
219875	956
219983	944
390199	944
26686	941
390649	938
81099	4550
441308	938
729759	938
26682	917
79501	917
390648	938
390433	914
122740	932
81127	1046
390436	970
79544	16473
390431	944
79317	971
122742	938
441670	3447
390538	1083
390429	26483
390539	936
283694	1433
390437	926
81300	938
441669	7594
256148	929
219431	935
390113	917
119764	911
401667	941
401666	941
119687	938
79345	1054
79339	932
282763	165334
390058	938
390038	1123
143503	11506
81285	17682
256892	959
119694	1135
79324	965
81282	944
390063	1011
390064	1069
119682	947
390059	1057
390061	1095
119692	971
401665	1383
283111	965
23538	938
390053	914
390054	950
255725	971
143496	1123
340980	1007
390066	1064
119678	977
390081	938
390078	969
390079	953
390067	962
390037	974
143502	1114
119679	935
390036	1029
119774	1066
338751	1093
119772	953
79473	962
390077	19242
390072	29496
390075	1033
119695	947
120787	962
120796	1070
390083	947
120793	1341
390084	941
387748	2075
196335	1151
219982	947
219981	974
81050	929
390181	929
390195	935
338675	950
219493	932
219447	974
390445	1198
390191	1053
219965	945
219968	1493
390190	1048
441608	944
392391	962
390142	944
219436	944
390144	4284
219438	941
26343	520
338674	944
403273	932
403274	941
26341	941
79310	944
79295	1112
10798	944
282775	938
26339	1096
402135	950
403277	965
403278	965
219437	1109
26338	935
390167	947
219487	917
390168	947
219482	1050
219484	935
390162	932
120065	968
120066	935
219479	974
390155	980
219464	1079
390154	1022
81696	101828
390148	932
8590	1383
135946	1046
389090	938
150681	9111
390321	938
341416	938
254786	935
341418	929
403282	938
403284	938
283365	944
390327	938
254783	4112
390323	938
390326	938
343169	926
81448	1117
391114	947
128371	1031
390261	941
128372	93246
81442	953
128366	953
219952	953
341799	995
219874	2370
346517	941
89883	1501
390260	938
391112	977
390892	929
26333	929
26659	8944
26664	36670
26658	959
162998	3224
125958	1021
283491	5133
26648	1019
219445	7702
79315	5856
125962	935
390882	1037
390883	938
390275	1377
219858	932
26595	14918
390271	14085
283162	929
26493	935
283159	926
283160	935
338662	944
26492	1024
219865	1040
219469	935
390151	938
390152	938
120586	932
219477	1073
81168	947
390157	959
219473	938
219453	923
341568	2471
219417	929
135924	932
130075	1092
283189	983
504191	917
219954	944
441639	1007
219956	157735
219957	1084
84876	15490
80228	23295
93129	5870
220064	9791
4998	31642
4999	54724
23595	87757
5000	91208
5001	81706
23594	8738
5004	3381
5005	3382
94101	20480
29095	3838
94103	6560
10956	27602
23762	214042
114884	321025
114885	66639
114876	235837
9885	57692
26031	183681
114879	78203
114880	208428
114881	14455
114882	208008
114883	172135
5007	41376
126014	8018
127700	32579
64172	16691
55644	8411
29948	13092
734	33746
9180	99721
5008	4022
130497	7138
116039	7701
100128731	1182
123264	8010
202459	16515
58505	17237
26578	58785
28962	33332
344901	66374
200931	16893
5009	68918
146183	98657
9381	101553
131149	7134
133060	38203
92736	10958
347741	14191
56914	3806
150677	2431
23440	10001
55611	12567
78990	22590
220213	3112
